user_id,signup_date,country,plan,is_active,signup_month,sessions
U00931,2024-07-18,Colombia,Free,True,2024-07,6.0
U00932,2024-04-29,Chile,Pro,True,2024-04,72.0
U00933,2023-10-07,Spain,Free,False,2023-10,6.0
U00934,2023-07-08,Chile,Basic,True,2023-07,84.0
U00935,2024-02-04,Mexico,Pro,True,2024-02,87.0
U00936,2024-09-18,Spain,Basic,False,2024-09,1.0
U00937,2023-12-05,Argentina,Free,True,2023-12,16.0
U00938,2023-09-14,Peru,Free,False,2023-09,9.0
U00939,2024-02-19,Mexico,Pro,True,2024-02,80.0
U00940,2024-08-18,Chile,Free,False,2024-08,0.0
U00941,2023-07-07,Colombia,Basic,False,2023-07,17.0
U00942,2023-08-16,Chile,Basic,False,2023-08,11.0
U00943,2023-10-17,Argentina,Free,False,2023-10,2.0
U00944,2024-04-14,Mexico,Basic,True,2024-04,33.0
U00945,2023-08-01,Colombia,Free,True,2023-08,15.0
U00946,2024-08-04,Peru,Basic,True,2024-08,18.0
U00947,2023-11-25,Brazil,Free,False,2023-11,4.0
U00948,2024-07-17,Chile,Pro,True,2024-07,38.0
U00949,2023-11-22,Chile,Free,False,2023-11,3.0
U00950,2023-09-26,Argentina,Free,False,2023-09,4.0
U00951,2024-06-17,Brazil,Free,False,2024-06,2.0
U00952,2023-11-23,Chile,Free,False,2023-11,4.0
U00953,2024-01-15,Argentina,Free,False,2024-01,3.0
U00954,2023-08-25,Spain,Pro,False,2023-08,34.0
U00955,2024-10-15,Chile,Basic,True,2024-10,15.0
U00956,2024-03-13,Argentina,Free,True,2024-03,13.0
U00957,2024-06-03,Argentina,Free,True,2024-06,10.0
U00958,2024-04-17,Brazil,Basic,True,2024-04,46.0
U00959,2024-10-04,Argentina,Free,False,2024-10,1.0
U00960,2023-12-04,Mexico,Basic,True,2023-12,50.0
U00961,2024-09-11,Mexico,Free,False,2024-09,0.0
U00962,2024-09-19,Mexico,Free,False,2024-09,1.0
U00963,2024-06-04,Mexico,Pro,True,2024-06,57.0
U00964,2024-05-08,Chile,Free,False,2024-05,2.0
U00965,2023-09-22,Brazil,Basic,True,2023-09,53.0
U00966,2024-01-18,Brazil,Free,True,2024-01,20.0
U00967,2023-09-16,Peru,Pro,True,2023-09,123.0
U00968,2024-08-18,Chile,Basic,True,2024-08,16.0
U00969,2024-03-23,USA,Free,True,2024-03,11.0
U00970,2023-11-30,Chile,Free,False,2023-11,6.0
U00971,2024-04-23,Colombia,Free,True,2024-04,16.0
U00972,2024-07-07,Argentina,Free,False,2024-07,1.0
U00973,2023-12-17,Chile,Basic,True,2023-12,58.0
U00974,2023-11-27,Mexico,Basic,True,2023-11,54.0
U00975,2024-02-10,Chile,Basic,True,2024-02,34.0
U00976,2024-02-25,Chile,Free,False,2024-02,2.0
U00977,2024-07-04,Brazil,Free,False,2024-07,1.0
U00978,2023-08-10,Mexico,Pro,True,2023-08,123.0
U00979,2024-04-06,Chile,Basic,True,2024-04,30.0
U00980,2023-12-26,Mexico,Free,False,2023-12,5.0
U00981,2023-09-18,Mexico,Free,False,2023-09,6.0
U00982,2024-08-19,Brazil,Free,True,2024-08,7.0
U00983,2024-11-05,Chile,Pro,False,2024-11,1.0
U00984,2024-09-23,Chile,Free,False,2024-09,2.0
U00985,2024-02-02,Chile,Free,False,2024-02,1.0
U00986,2023-10-30,Mexico,Basic,True,2023-10,49.0
U00987,2023-10-25,Mexico,Free,True,2023-10,22.0
U00988,2023-12-13,Mexico,Basic,True,2023-12,51.0
U00989,2023-11-08,Chile,Basic,True,2023-11,46.0
U00990,2023-08-10,Chile,Pro,True,2023-08,142.0
U00991,2024-01-01,Mexico,Free,False,2024-01,4.0
U00992,2023-07-20,Argentina,Pro,True,2023-07,138.0
U00993,2023-09-26,Colombia,Free,True,2023-09,19.0
U00994,2024-11-05,Peru,Free,False,2024-11,0.0
U00995,2024-01-03,Colombia,Basic,True,2024-01,54.0
U00996,2024-06-15,Colombia,Pro,True,2024-06,57.0
U00997,2024-07-22,Chile,Free,True,2024-07,7.0
U00998,2024-11-28,Peru,Basic,True,2024-11,6.0
U00999,2023-12-29,Colombia,Free,True,2023-12,27.0
U01000,2024-11-27,Chile,Basic,True,2024-11,6.0
U01001,2023-07-02,Peru,Pro,True,2023-07,139.0
U01002,2024-09-03,Chile,Free,False,2024-09,3.0
U01003,2024-02-20,Mexico,Pro,True,2024-02,77.0
U01004,2024-06-23,Argentina,Basic,False,2024-06,2.0
U01005,2023-10-09,Chile,Free,False,2023-10,6.0
U01006,2023-09-24,Brazil,Free,True,2023-09,23.0
U01007,2024-01-10,Argentina,Free,True,2024-01,19.0
U01008,2023-10-29,Mexico,Free,True,2023-10,22.0
U01009,2024-05-19,Chile,Free,True,2024-05,8.0
U01010,2024-03-16,Colombia,Free,False,2024-03,3.0
U01011,2024-04-08,Mexico,Pro,True,2024-04,65.0
U01012,2024-11-06,Colombia,Free,True,2024-11,2.0
U01013,2024-05-10,Peru,Basic,True,2024-05,31.0
U01014,2023-11-19,Argentina,Pro,True,2023-11,104.0
U01015,2024-09-30,Spain,Basic,True,2024-09,13.0
U01016,2024-08-14,Peru,Basic,True,2024-08,13.0
U01017,2023-08-23,Spain,Free,True,2023-08,22.0
U01018,2023-10-02,Mexico,Basic,True,2023-10,55.0
U01019,2023-09-29,Chile,Free,True,2023-09,25.0
U01020,2023-08-08,Spain,Basic,True,2023-08,69.0
U01021,2024-04-19,Colombia,Basic,False,2024-04,5.0
U01022,2023-12-27,Mexico,Basic,True,2023-12,49.0
U01023,2024-04-18,Peru,Free,True,2024-04,8.0
U01024,2024-02-23,Argentina,Basic,True,2024-02,42.0
U01025,2023-07-01,Chile,Pro,True,2023-07,142.0
U01026,2024-08-13,Mexico,Free,False,2024-08,0.0
U01027,2023-07-16,Chile,Basic,True,2023-07,70.0
U01028,2024-04-17,Colombia,Basic,True,2024-04,44.0
U01029,2024-06-20,Chile,Pro,True,2024-06,47.0
U01030,2024-01-16,Mexico,Free,True,2024-01,15.0
U01031,2023-12-27,Chile,Free,True,2023-12,18.0
U01032,2024-04-27,Chile,Free,True,2024-04,12.0
U01033,2024-03-20,Peru,Pro,True,2024-03,82.0
U01034,2024-09-26,Colombia,Pro,True,2024-09,24.0
U01035,2024-06-12,Mexico,Pro,True,2024-06,49.0
U01036,2023-07-29,Chile,Free,True,2023-07,20.0
U01037,2024-02-11,Chile,Basic,True,2024-02,31.0
U01038,2024-06-26,Chile,Free,False,2024-06,2.0
U01039,2024-03-11,Mexico,Free,False,2024-03,5.0
U01040,2024-06-15,Spain,Free,True,2024-06,8.0
U01041,2024-06-27,Colombia,Free,True,2024-06,10.0
U01042,2024-01-11,Chile,Free,False,2024-01,6.0
U01043,2024-03-28,Chile,Free,True,2024-03,9.0
U01044,2024-06-29,Chile,Free,False,2024-06,2.0
U01045,2024-11-16,Argentina,Basic,True,2024-11,4.0
U01046,2023-08-13,Mexico,Basic,True,2023-08,74.0
U01047,2024-04-07,USA,Free,False,2024-04,3.0
U01048,2024-04-12,Argentina,Free,True,2024-04,9.0
U01049,2024-09-06,Colombia,Free,True,2024-09,11.0
U01050,2024-08-07,Peru,Pro,True,2024-08,36.0
U01051,2023-11-01,Mexico,Basic,True,2023-11,63.0
U01052,2023-07-13,Mexico,Basic,True,2023-07,78.0
U01053,2024-07-05,Chile,Basic,True,2024-07,29.0
U01054,2024-02-28,Spain,Free,True,2024-02,12.0
U01055,2024-01-05,Chile,Free,False,2024-01,5.0
U01056,2024-07-16,Mexico,Free,True,2024-07,3.0
U01057,2023-11-12,Argentina,Pro,True,2023-11,103.0
U01058,2024-04-02,Colombia,Basic,False,2024-04,12.0
U01059,2024-01-17,Spain,Free,True,2024-01,23.0
U01060,2023-07-10,Mexico,Free,False,2023-07,6.0
U01061,2024-05-19,Mexico,Basic,True,2024-05,28.0
U01062,2023-08-18,Argentina,Free,True,2023-08,29.0
U01063,2024-03-17,Colombia,Free,True,2024-03,11.0
U01064,2024-06-07,Mexico,Free,False,2024-06,0.0
U01065,2024-03-20,Mexico,Free,True,2024-03,14.0
U01066,2024-01-20,Colombia,Basic,True,2024-01,37.0
U01067,2024-04-17,Argentina,Free,True,2024-04,22.0
U01068,2024-09-30,Mexico,Pro,True,2024-09,32.0
U01069,2023-11-26,Colombia,Pro,False,2023-11,16.0
U01070,2024-09-04,Colombia,Basic,False,2024-09,2.0
U01071,2023-09-12,Mexico,Free,True,2023-09,22.0
U01072,2024-04-24,Colombia,Basic,True,2024-04,37.0
U01073,2024-09-28,Spain,Basic,False,2024-09,1.0
U01074,2024-10-04,Chile,Free,True,2024-10,5.0
U01075,2024-02-26,Spain,Basic,True,2024-02,49.0
U01076,2023-09-20,Mexico,Free,True,2023-09,21.0
U01077,2024-10-27,Chile,Free,True,2024-10,4.0
U01078,2023-09-24,Colombia,Free,True,2023-09,13.0
U01079,2024-08-03,Chile,Free,True,2024-08,5.0
U01080,2023-11-07,Peru,Free,True,2023-11,18.0
U01081,2024-06-30,Mexico,Pro,True,2024-06,44.0
U01082,2024-04-04,Chile,Free,False,2024-04,4.0
U01083,2023-12-29,Mexico,Basic,False,2023-12,8.0
U01084,2024-09-18,Colombia,Free,True,2024-09,4.0
U01085,2024-06-20,Chile,Free,True,2024-06,8.0
U01086,2024-05-11,Chile,Free,True,2024-05,7.0
U01087,2023-07-01,Argentina,Free,True,2023-07,20.0
U01088,2024-04-19,Chile,Free,False,2024-04,4.0
U01089,2024-10-31,Argentina,Free,False,2024-10,1.0
U01090,2024-02-22,Colombia,Basic,True,2024-02,43.0
U01091,2024-09-20,Chile,Free,False,2024-09,0.0
U01092,2024-08-03,Chile,Basic,True,2024-08,23.0
U01093,2024-03-02,Peru,Free,False,2024-03,5.0
U01094,2024-04-04,Argentina,Free,False,2024-04,4.0
U01095,2024-08-26,Chile,Free,True,2024-08,5.0
U01096,2023-10-22,Colombia,Basic,True,2023-10,64.0
U01097,2024-11-15,Chile,Free,True,2024-11,3.0
U01098,2023-07-23,Chile,Free,True,2023-07,27.0
U01099,2024-09-21,Chile,Basic,True,2024-09,18.0
U01100,2024-11-17,Mexico,Free,False,2024-11,0.0
U01101,2024-11-22,Mexico,Pro,True,2024-11,14.0
U01102,2024-06-03,Argentina,Free,True,2024-06,13.0
U01103,2024-03-29,Chile,Basic,True,2024-03,23.0
U01104,2024-01-13,Chile,Pro,True,2024-01,93.0
U01105,2023-07-13,Argentina,Free,True,2023-07,21.0
U01106,2024-09-26,USA,Free,True,2024-09,3.0
U01107,2023-10-05,USA,Free,True,2023-10,12.0
U01108,2024-05-15,Chile,Pro,True,2024-05,57.0
U01109,2023-11-03,Colombia,Free,True,2023-11,14.0
U01110,2023-08-23,Chile,Pro,True,2023-08,130.0
U01111,2024-09-17,Chile,Free,True,2024-09,2.0
U01112,2023-10-31,Chile,Free,False,2023-10,6.0
U01113,2024-10-29,Chile,Basic,False,2024-10,7.0
U01114,2024-03-11,Chile,Free,False,2024-03,0.0
U01115,2023-08-31,Colombia,Free,False,2023-08,5.0
U01116,2023-10-18,Chile,Free,False,2023-10,5.0
U01117,2024-06-20,Mexico,Basic,True,2024-06,17.0
U01118,2024-07-21,Chile,Free,False,2024-07,2.0
U01119,2024-11-08,Colombia,Basic,True,2024-11,4.0
U01120,2024-11-13,Chile,Free,True,2024-11,2.0
U01121,2024-10-22,Peru,Free,False,2024-10,0.0
U01122,2023-12-12,Chile,Free,True,2023-12,17.0
U01123,2024-03-26,Mexico,Free,False,2024-03,3.0
U01124,2024-11-30,Chile,Free,True,2024-11,1.0
U01125,2024-07-07,Chile,Basic,False,2024-07,4.0
U01126,2024-07-31,Argentina,Free,False,2024-07,0.0
U01127,2023-12-05,Mexico,Basic,True,2023-12,49.0
U01128,2023-10-22,Argentina,Free,True,2023-10,20.0
U01129,2023-11-10,Chile,Free,True,2023-11,16.0
U01130,2024-01-13,Colombia,Free,False,2024-01,4.0
U01131,2024-11-13,Argentina,Free,True,2024-11,1.0
U01132,2024-07-10,Argentina,Free,True,2024-07,9.0
U01133,2024-01-30,Spain,Basic,False,2024-01,9.0
U01134,2024-10-22,Chile,Basic,True,2024-10,9.0
U01135,2024-08-29,Peru,Basic,True,2024-08,8.0
U01136,2024-03-29,Argentina,Free,False,2024-03,5.0
U01137,2023-09-18,Spain,Pro,True,2023-09,121.0
U01138,2024-02-22,Chile,Free,False,2024-02,5.0
U01139,2024-03-11,Spain,Basic,True,2024-03,42.0
U01140,2024-08-29,Argentina,Basic,True,2024-08,18.0
U01141,2024-10-12,Mexico,Basic,True,2024-10,7.0
U01142,2024-01-01,Colombia,Free,False,2024-01,3.0
U01143,2024-09-26,Brazil,Pro,True,2024-09,22.0
U01144,2024-05-28,Mexico,Basic,True,2024-05,32.0
U01145,2024-05-27,Colombia,Basic,True,2024-05,25.0
U01146,2024-03-17,Mexico,Free,False,2024-03,5.0
U01147,2023-07-01,USA,Basic,True,2023-07,59.0
U01148,2023-11-16,Mexico,Pro,True,2023-11,85.0
U01149,2024-02-13,Mexico,Free,False,2024-02,5.0
U01150,2024-04-08,Colombia,Pro,True,2024-04,66.0
U01151,2023-12-06,Mexico,Free,True,2023-12,23.0
U01152,2024-03-28,Colombia,Free,True,2024-03,11.0
U01153,2024-05-03,Mexico,Free,False,2024-05,2.0
U01154,2023-09-18,Peru,Basic,True,2023-09,51.0
U01155,2023-10-06,Mexico,Basic,False,2023-10,17.0
U01156,2024-07-25,Chile,Free,False,2024-07,1.0
U01157,2024-06-21,Mexico,Pro,False,2024-06,8.0
U01158,2023-11-01,Chile,Pro,True,2023-11,97.0
U01159,2023-07-12,Colombia,Basic,True,2023-07,61.0
U01160,2023-08-12,Colombia,Free,True,2023-08,23.0
U01161,2024-02-12,Argentina,Free,False,2024-02,5.0
U01162,2024-09-29,Colombia,Basic,True,2024-09,11.0
U01163,2024-09-15,Mexico,Free,True,2024-09,3.0
U01164,2023-09-23,Argentina,Free,False,2023-09,5.0
U01165,2024-03-25,Colombia,Free,False,2024-03,6.0
U01166,2023-11-11,Mexico,Basic,True,2023-11,46.0
U01167,2024-08-08,Chile,Basic,True,2024-08,19.0
U01168,2024-03-09,Chile,Free,True,2024-03,20.0
U01169,2023-09-30,Mexico,Free,True,2023-09,20.0
U01170,2024-01-12,Colombia,Free,True,2024-01,24.0
U01171,2024-05-08,Mexico,Free,False,2024-05,3.0
U01172,2024-09-25,Mexico,Basic,False,2024-09,3.0
U01173,2024-02-25,Mexico,Free,False,2024-02,3.0
U01174,2023-09-26,Chile,Free,False,2023-09,3.0
U01175,2023-11-29,Peru,Pro,True,2023-11,113.0
U01176,2023-10-22,Mexico,Free,True,2023-10,17.0
U01177,2024-02-02,Colombia,Free,True,2024-02,15.0
U01178,2024-11-06,USA,Basic,True,2024-11,10.0
U01179,2023-07-19,Brazil,Free,False,2023-07,6.0
U01180,2024-03-18,Chile,Free,False,2024-03,2.0
U01181,2024-04-03,Argentina,Free,True,2024-04,8.0
U01182,2024-08-01,Argentina,Basic,False,2024-08,4.0
U01183,2024-07-03,Chile,Pro,True,2024-07,54.0
U01184,2024-07-30,Mexico,Free,False,2024-07,1.0
U01185,2023-10-10,Mexico,Pro,True,2023-10,95.0
U01186,2023-09-29,Colombia,Free,True,2023-09,21.0
U01187,2023-07-23,Spain,Free,True,2023-07,12.0
U01188,2024-11-13,Chile,Free,True,2024-11,0.0
U01189,2024-06-25,Mexico,Free,False,2024-06,1.0
U01190,2024-11-25,Chile,Free,True,2024-11,1.0
U01191,2024-07-31,Peru,Pro,True,2024-07,35.0
U01192,2024-04-12,Mexico,Free,True,2024-04,8.0
U01193,2023-11-18,Mexico,Free,False,2023-11,3.0
U01194,2024-02-18,Colombia,Free,True,2024-02,22.0
U01195,2024-05-15,Mexico,Pro,True,2024-05,56.0
U01196,2024-01-28,Colombia,Basic,True,2024-01,32.0
U01197,2024-01-24,Mexico,Pro,True,2024-01,92.0
U01198,2023-11-16,Brazil,Free,False,2023-11,3.0
U01199,2023-12-09,Colombia,Free,False,2023-12,2.0
U01200,2023-10-30,Peru,Free,True,2023-10,29.0
U01201,2023-07-31,Brazil,Basic,True,2023-07,72.0
U01202,2024-08-25,Argentina,Free,False,2024-08,1.0
U01203,2024-04-06,Chile,Free,True,2024-04,6.0
U01204,2023-07-27,Colombia,Basic,True,2023-07,75.0
U01205,2024-02-22,Chile,Basic,True,2024-02,41.0
U01206,2023-09-20,Mexico,Basic,True,2023-09,74.0
U01207,2024-10-23,Mexico,Basic,False,2024-10,2.0
U01208,2024-11-15,Chile,Free,True,2024-11,4.0
U01209,2024-08-22,Chile,Basic,True,2024-08,15.0
U01210,2024-08-26,Argentina,Free,True,2024-08,10.0
U01211,2024-01-26,Spain,Free,False,2024-01,4.0
U01212,2024-11-13,Brazil,Basic,False,2024-11,2.0
U01213,2024-09-10,Chile,Free,False,2024-09,2.0
U01214,2024-07-24,Mexico,Basic,False,2024-07,8.0
U01215,2023-08-09,Mexico,Free,False,2023-08,6.0
U01216,2023-08-13,Chile,Pro,True,2023-08,132.0
U01217,2023-08-10,Colombia,Basic,True,2023-08,71.0
U01218,2023-08-20,Mexico,Free,False,2023-08,10.0
U01219,2024-04-18,Mexico,Free,False,2024-04,3.0
U01220,2023-08-25,Brazil,Basic,True,2023-08,58.0
U01221,2024-10-05,Colombia,Free,True,2024-10,3.0
U01222,2023-11-16,Mexico,Free,True,2023-11,13.0
U01223,2024-10-07,Argentina,Basic,True,2024-10,6.0
U01224,2024-10-08,Mexico,Free,False,2024-10,1.0
U01225,2023-12-15,Chile,Basic,True,2023-12,49.0
U01226,2024-10-03,Chile,Basic,True,2024-10,8.0
U01227,2023-12-11,Mexico,Free,False,2023-12,9.0
U01228,2024-06-08,Argentina,Basic,True,2024-06,23.0
U01229,2023-11-26,Argentina,Free,True,2023-11,14.0
U01230,2024-05-12,Spain,Basic,True,2024-05,31.0
U01231,2024-01-02,Chile,Free,True,2024-01,15.0
U01232,2024-03-16,Mexico,Free,True,2024-03,7.0
U01233,2023-07-06,Mexico,Basic,True,2023-07,61.0
U01234,2024-10-30,Mexico,Free,False,2024-10,0.0
U01235,2023-07-07,Colombia,Free,False,2023-07,3.0
U01236,2024-01-29,Chile,Free,False,2024-01,4.0
U01237,2023-08-07,Chile,Free,False,2023-08,11.0
U01238,2024-05-01,Chile,Free,True,2024-05,8.0
U01239,2023-12-30,Chile,Free,False,2023-12,4.0
U01240,2023-12-29,Argentina,Pro,True,2023-12,102.0
U01241,2023-08-06,Chile,Free,True,2023-08,20.0
U01242,2024-07-23,Argentina,Basic,False,2024-07,10.0
U01243,2023-09-05,Chile,Free,False,2023-09,7.0
U01244,2024-04-07,Mexico,Free,True,2024-04,14.0
U01245,2024-01-31,Chile,Basic,False,2024-01,11.0
U01246,2023-09-28,Argentina,Free,False,2023-09,9.0
U01247,2024-04-20,Peru,Free,True,2024-04,9.0
U01248,2024-06-27,Colombia,Pro,True,2024-06,48.0
U01249,2024-11-21,Chile,Free,False,2024-11,0.0
U01250,2024-04-23,Chile,Pro,True,2024-04,60.0
U01251,2023-10-29,Chile,Basic,True,2023-10,65.0
U01252,2024-08-28,Mexico,Free,False,2024-08,3.0
U01253,2024-02-03,Chile,Free,True,2024-02,17.0
U01254,2023-09-08,Colombia,Free,True,2023-09,21.0
U01255,2023-07-07,Mexico,Free,True,2023-07,24.0
U01256,2023-07-30,Chile,Basic,False,2023-07,16.0
U01257,2024-11-02,Peru,Pro,True,2024-11,20.0
U01258,2024-11-05,Mexico,Free,False,2024-11,1.0
U01259,2024-06-08,Peru,Free,False,2024-06,6.0
U01260,2023-08-27,Chile,Basic,False,2023-08,20.0
U01261,2024-05-19,Chile,Basic,True,2024-05,32.0
U01262,2024-06-04,Brazil,Basic,True,2024-06,34.0
U01263,2023-11-30,Chile,Free,False,2023-11,4.0
U01264,2023-12-17,Mexico,Basic,True,2023-12,41.0
U01265,2024-05-11,Mexico,Basic,True,2024-05,31.0
U01266,2024-08-27,Brazil,Free,True,2024-08,9.0
U01267,2024-05-05,Mexico,Free,True,2024-05,13.0
U01268,2023-08-08,Brazil,Basic,True,2023-08,77.0
U01269,2023-07-26,Brazil,Basic,True,2023-07,55.0
U01270,2024-06-13,Argentina,Pro,True,2024-06,62.0
U01271,2024-05-31,Brazil,Free,False,2024-05,4.0
U01272,2023-11-13,Chile,Free,True,2023-11,27.0
U01273,2023-10-27,Spain,Free,False,2023-10,3.0
U01274,2023-09-28,Brazil,Free,True,2023-09,18.0
U01275,2024-05-15,Argentina,Free,False,2024-05,4.0
U01276,2024-01-31,Chile,Free,True,2024-01,15.0
U01277,2024-05-22,Argentina,Basic,True,2024-05,19.0
U01278,2023-12-09,Chile,Free,False,2023-12,6.0
U01279,2023-10-13,Mexico,Free,True,2023-10,18.0
U01280,2023-11-22,Peru,Pro,True,2023-11,96.0
U01281,2023-12-23,Colombia,Free,True,2023-12,17.0
U01282,2024-09-27,Chile,Free,False,2024-09,2.0
U01283,2023-08-21,Chile,Free,True,2023-08,30.0
U01284,2023-12-31,Brazil,Basic,True,2023-12,32.0
U01285,2024-09-29,Mexico,Basic,False,2024-09,2.0
U01286,2023-09-19,Argentina,Pro,True,2023-09,139.0
U01287,2023-11-12,Peru,Free,False,2023-11,3.0
U01288,2023-10-08,Argentina,Free,False,2023-10,6.0
U01289,2024-10-19,Spain,Free,True,2024-10,3.0
U01290,2024-03-21,Mexico,Pro,True,2024-03,55.0
U01291,2024-06-03,Brazil,Basic,True,2024-06,32.0
U01292,2023-07-31,Chile,Free,True,2023-07,22.0
U01293,2023-12-22,Mexico,Free,False,2023-12,3.0
U01294,2023-10-14,Argentina,Free,True,2023-10,23.0
U01295,2023-09-11,Colombia,Basic,True,2023-09,55.0
U01296,2024-08-27,Chile,Free,True,2024-08,5.0
U01297,2024-11-05,Mexico,Free,False,2024-11,0.0
U01298,2024-09-14,Mexico,Basic,False,2024-09,4.0
U01299,2024-02-27,Argentina,Free,False,2024-02,2.0
U01300,2024-11-10,Colombia,Free,True,2024-11,0.0
U01301,2023-10-08,Chile,Basic,False,2023-10,12.0
U01302,2023-09-10,Argentina,Basic,True,2023-09,56.0
U01303,2024-07-23,Colombia,Free,True,2024-07,7.0
U01304,2024-02-08,Brazil,Basic,False,2024-02,9.0
U01305,2023-07-01,Argentina,Basic,True,2023-07,66.0
U01306,2024-04-24,Colombia,Free,True,2024-04,14.0
U01307,2024-05-20,Peru,Free,False,2024-05,2.0
U01308,2024-09-18,Brazil,Basic,False,2024-09,4.0
U01309,2023-07-09,Colombia,Basic,False,2023-07,29.0
U01310,2024-04-27,Brazil,Free,False,2024-04,3.0
U01311,2023-07-01,Peru,Basic,True,2023-07,71.0
U01312,2024-04-14,Chile,Pro,True,2024-04,59.0
U01313,2024-08-07,Argentina,Basic,True,2024-08,16.0
U01314,2024-09-18,Argentina,Free,True,2024-09,4.0
U01315,2024-01-09,Peru,Basic,True,2024-01,42.0
U01316,2024-08-31,USA,Free,False,2024-08,3.0
U01317,2023-11-15,Colombia,Free,True,2023-11,19.0
U01318,2024-11-10,USA,Basic,True,2024-11,6.0
U01319,2023-11-18,Mexico,Basic,True,2023-11,35.0
U01320,2024-09-08,Mexico,Basic,True,2024-09,10.0
U01321,2024-10-03,Chile,Free,True,2024-10,4.0
U01322,2023-07-08,Peru,Basic,True,2023-07,73.0
U01323,2024-11-25,Spain,Free,False,2024-11,0.0
U01324,2023-08-04,Colombia,Pro,True,2023-08,148.0
U01325,2023-10-24,Spain,Basic,True,2023-10,63.0
U01326,2024-04-12,Chile,Free,False,2024-04,3.0
U01327,2023-09-29,Colombia,Free,False,2023-09,4.0
U01328,2023-09-18,Colombia,Basic,True,2023-09,53.0
U01329,2023-08-24,Colombia,Pro,True,2023-08,120.0
U01330,2024-10-07,Mexico,Free,False,2024-10,2.0
U01331,2024-09-04,USA,Free,True,2024-09,5.0
U01332,2023-12-19,Spain,Free,False,2023-12,3.0
U01333,2024-03-23,Mexico,Free,True,2024-03,14.0
U01334,2023-08-22,Chile,Basic,False,2023-08,9.0
U01335,2023-07-28,Chile,Free,True,2023-07,19.0
U01336,2024-04-10,Colombia,Free,True,2024-04,6.0
U01337,2024-03-20,Chile,Free,True,2024-03,10.0
U01338,2023-12-02,Mexico,Basic,True,2023-12,62.0
U01339,2024-02-27,Peru,Free,False,2024-02,2.0
U01340,2024-06-16,Spain,Pro,True,2024-06,64.0
U01341,2023-12-05,Argentina,Basic,True,2023-12,70.0
U01342,2024-07-27,Mexico,Free,False,2024-07,4.0
U01343,2024-02-01,Peru,Basic,True,2024-02,36.0
U01344,2024-03-27,Chile,Basic,True,2024-03,46.0
U01345,2024-08-12,Mexico,Free,False,2024-08,2.0
U01346,2024-02-25,Argentina,Free,True,2024-02,5.0
U01347,2023-11-26,Mexico,Free,True,2023-11,17.0
U01348,2024-10-02,Mexico,Free,False,2024-10,2.0
U01349,2023-08-12,Colombia,Free,True,2023-08,21.0
U01350,2024-09-15,Argentina,Basic,True,2024-09,12.0
U01351,2024-04-02,Chile,Free,False,2024-04,6.0
U01352,2024-08-04,Argentina,Free,True,2024-08,9.0
U01353,2024-01-16,Argentina,Free,False,2024-01,4.0
U01354,2024-05-16,Argentina,Free,False,2024-05,3.0
U01355,2023-07-13,Colombia,Free,False,2023-07,11.0
U01356,2024-06-24,Chile,Free,True,2024-06,3.0
U01357,2023-07-25,Chile,Basic,True,2023-07,61.0
U01358,2024-02-08,Colombia,Pro,True,2024-02,94.0
U01359,2023-10-31,Colombia,Free,True,2023-10,14.0
U01360,2024-01-06,Argentina,Pro,True,2024-01,95.0
U01361,2024-10-21,Chile,Basic,True,2024-10,11.0
U01362,2024-04-09,Argentina,Basic,True,2024-04,34.0
U01363,2024-05-27,Peru,Free,True,2024-05,10.0
U01364,2023-09-02,Mexico,Free,True,2023-09,17.0
U01365,2024-03-28,Chile,Free,False,2024-03,1.0
U01366,2024-01-22,Chile,Basic,True,2024-01,45.0
U01367,2023-11-25,Mexico,Free,False,2023-11,7.0
U01368,2023-10-17,Argentina,Pro,True,2023-10,120.0
U01369,2023-09-13,Argentina,Free,False,2023-09,6.0
U01370,2023-07-20,Chile,Pro,True,2023-07,156.0
U01371,2023-08-08,Chile,Basic,True,2023-08,68.0
U01372,2024-08-04,Colombia,Basic,False,2024-08,7.0
U01373,2024-11-14,Mexico,Free,False,2024-11,1.0
U01374,2023-09-10,Chile,Free,False,2023-09,4.0
U01375,2024-11-05,Colombia,Free,False,2024-11,1.0
U01376,2024-06-06,Mexico,Basic,True,2024-06,36.0
U01377,2023-10-01,Brazil,Free,True,2023-10,20.0
U01378,2024-10-13,Chile,Basic,True,2024-10,12.0
U01379,2023-08-10,Argentina,Pro,True,2023-08,130.0
U01380,2024-08-03,Colombia,Pro,True,2024-08,49.0
U01381,2023-09-25,Mexico,Pro,True,2023-09,120.0
U01382,2023-08-06,Argentina,Free,False,2023-08,6.0
U01383,2024-11-12,Peru,Free,False,2024-11,0.0
U01384,2024-11-23,Peru,Free,True,2024-11,0.0
U01385,2023-07-17,Chile,Free,False,2023-07,5.0
U01386,2023-08-13,Chile,Free,False,2023-08,3.0
U01387,2024-10-12,Brazil,Pro,True,2024-10,14.0
U01388,2024-02-24,Chile,Pro,True,2024-02,78.0
U01389,2023-07-20,Brazil,Free,True,2023-07,20.0
U01390,2023-11-11,Colombia,Free,False,2023-11,3.0
U01391,2023-10-08,Chile,Free,False,2023-10,3.0
U01392,2023-10-17,Colombia,Free,False,2023-10,8.0
U01393,2023-09-03,Mexico,Basic,False,2023-09,16.0
U01394,2024-08-15,USA,Free,False,2024-08,2.0
U01395,2023-11-18,Spain,Free,True,2023-11,25.0
