transaction_id,user_id,amount,transaction_date,status,plan,country
T0006244,U01467,30.42,2024-06-30,completed,Basic,USA
T0006245,U01467,27.59,2024-07-30,completed,Basic,USA
T0006246,U01467,29.67,2024-08-29,completed,Basic,USA
T0006247,U01467,29.91,2024-09-28,completed,Basic,USA
T0006248,U01467,28.56,2024-10-28,completed,Basic,USA
T0006249,U01467,29.64,2024-11-27,completed,Basic,USA
T0006250,U01470,88.39,2024-10-12,completed,Pro,Chile
T0006251,U01470,88.8,2024-11-11,completed,Pro,Chile
T0006252,U01472,88.87,2024-04-22,completed,Pro,Argentina
T0006253,U01472,88.44,2024-05-22,completed,Pro,Argentina
T0006254,U01472,87.67,2024-06-21,completed,Pro,Argentina
T0006255,U01472,90.24,2024-07-21,completed,Pro,Argentina
T0006256,U01472,88.04,2024-08-20,completed,Pro,Argentina
T0006257,U01472,88.28,2024-09-19,completed,Pro,Argentina
T0006258,U01472,89.47,2024-10-19,completed,Pro,Argentina
T0006259,U01472,89.38,2024-11-18,completed,Pro,Argentina
T0006260,U01473,30.26,2023-11-28,completed,Basic,Argentina
T0006261,U01473,29.52,2023-12-28,completed,Basic,Argentina
T0006262,U01473,27.6,2024-01-27,completed,Basic,Argentina
T0006263,U01473,28.85,2024-02-26,completed,Basic,Argentina
T0006264,U01473,30.33,2024-03-27,completed,Basic,Argentina
T0006265,U01473,29.86,2024-04-26,completed,Basic,Argentina
T0006266,U01473,28.4,2024-05-26,completed,Basic,Argentina
T0006267,U01473,29.05,2024-06-25,completed,Basic,Argentina
T0006268,U01473,30.24,2024-07-25,completed,Basic,Argentina
T0006269,U01473,29.41,2024-08-24,completed,Basic,Argentina
T0006270,U01473,27.51,2024-09-23,completed,Basic,Argentina
T0006271,U01473,27.67,2024-10-23,completed,Basic,Argentina
T0006272,U01473,30.34,2024-11-22,completed,Basic,Argentina
T0006273,U01474,28.5,2024-06-11,completed,Basic,Argentina
T0006274,U01474,28.15,2024-07-11,completed,Basic,Argentina
T0006275,U01474,27.55,2024-08-10,completed,Basic,Argentina
T0006276,U01474,27.95,2024-09-09,completed,Basic,Argentina
T0006277,U01474,27.58,2024-10-09,completed,Basic,Argentina
T0006278,U01474,29.42,2024-11-08,completed,Basic,Argentina
T0006279,U01475,28.47,2023-11-20,completed,Basic,Chile
T0006280,U01475,27.84,2023-12-20,completed,Basic,Chile
T0006281,U01475,30.32,2024-01-19,completed,Basic,Chile
T0006282,U01475,28.84,2024-02-18,completed,Basic,Chile
T0006283,U01475,30.0,2024-03-19,completed,Basic,Chile
T0006284,U01475,29.07,2024-04-18,completed,Basic,Chile
T0006285,U01475,30.2,2024-05-18,completed,Basic,Chile
T0006286,U01475,29.45,2024-06-17,completed,Basic,Chile
T0006287,U01475,28.78,2024-07-17,completed,Basic,Chile
T0006288,U01475,28.16,2024-08-16,completed,Basic,Chile
T0006289,U01475,29.98,2024-09-15,completed,Basic,Chile
T0006290,U01475,28.77,2024-10-15,completed,Basic,Chile
T0006291,U01475,28.07,2024-11-14,completed,Basic,Chile
T0006292,U01477,27.58,2024-01-16,completed,Basic,Chile
T0006293,U01477,30.27,2024-02-15,completed,Basic,Chile
T0006294,U01477,28.19,2024-03-16,completed,Basic,Chile
T0006295,U01477,28.7,2024-04-15,completed,Basic,Chile
T0006296,U01477,28.15,2024-05-15,completed,Basic,Chile
T0006297,U01477,28.61,2024-06-14,completed,Basic,Chile
T0006298,U01477,28.79,2024-07-14,completed,Basic,Chile
T0006299,U01477,28.43,2024-08-13,completed,Basic,Chile
T0006300,U01477,30.36,2024-09-12,completed,Basic,Chile
T0006301,U01477,29.82,2024-10-12,completed,Basic,Chile
T0006302,U01477,28.83,2024-11-11,completed,Basic,Chile
T0006303,U01479,89.0,2023-09-28,completed,Pro,Mexico
T0006304,U01479,0.0,2023-10-28,failed,Pro,Mexico
T0006305,U01479,90.34,2023-11-27,completed,Pro,Mexico
T0006306,U01479,89.08,2023-12-27,completed,Pro,Mexico
T0006307,U01479,88.15,2024-01-26,completed,Pro,Mexico
T0006308,U01479,88.49,2024-02-25,completed,Pro,Mexico
T0006309,U01479,89.85,2024-03-26,completed,Pro,Mexico
T0006310,U01479,88.35,2024-04-25,completed,Pro,Mexico
T0006311,U01479,89.39,2024-05-25,completed,Pro,Mexico
T0006312,U01479,89.21,2024-06-24,completed,Pro,Mexico
T0006313,U01479,88.63,2024-07-24,completed,Pro,Mexico
T0006314,U01479,87.89,2024-08-23,completed,Pro,Mexico
T0006315,U01479,88.5,2024-09-22,completed,Pro,Mexico
T0006316,U01479,88.88,2024-10-22,completed,Pro,Mexico
T0006317,U01479,89.68,2024-11-21,completed,Pro,Mexico
T0006318,U01480,89.29,2023-08-27,completed,Pro,Mexico
T0006319,U01480,87.85,2023-09-26,completed,Pro,Mexico
T0006320,U01480,89.77,2023-10-26,completed,Pro,Mexico
T0006321,U01480,88.26,2023-11-25,completed,Pro,Mexico
T0006322,U01480,88.44,2023-12-25,completed,Pro,Mexico
T0006323,U01480,0.0,2024-01-24,failed,Pro,Mexico
T0006324,U01480,87.73,2024-02-23,completed,Pro,Mexico
T0006325,U01480,89.64,2024-03-24,completed,Pro,Mexico
T0006326,U01480,89.52,2024-04-23,completed,Pro,Mexico
T0006327,U01480,90.13,2024-05-23,completed,Pro,Mexico
T0006328,U01480,88.61,2024-06-22,completed,Pro,Mexico
T0006329,U01480,87.65,2024-07-22,completed,Pro,Mexico
T0006330,U01480,89.05,2024-08-21,completed,Pro,Mexico
T0006331,U01480,88.13,2024-09-20,completed,Pro,Mexico
T0006332,U01480,88.2,2024-10-20,completed,Pro,Mexico
T0006333,U01480,90.44,2024-11-19,completed,Pro,Mexico
T0006334,U01483,28.3,2024-02-06,completed,Basic,Mexico
T0006335,U01483,27.59,2024-03-07,completed,Basic,Mexico
T0006336,U01483,28.52,2024-04-06,completed,Basic,Mexico
T0006337,U01483,27.73,2024-05-06,completed,Basic,Mexico
T0006338,U01483,28.01,2024-06-05,completed,Basic,Mexico
T0006339,U01483,27.71,2024-07-05,completed,Basic,Mexico
T0006340,U01483,29.04,2024-08-04,completed,Basic,Mexico
T0006341,U01483,30.18,2024-09-03,completed,Basic,Mexico
T0006342,U01483,28.59,2024-10-03,completed,Basic,Mexico
T0006343,U01483,27.95,2024-11-02,completed,Basic,Mexico
T0006344,U01485,27.71,2024-09-07,completed,Basic,Mexico
T0006345,U01485,28.97,2024-10-07,completed,Basic,Mexico
T0006346,U01485,29.87,2024-11-06,completed,Basic,Mexico
T0006347,U01489,27.87,2023-12-27,completed,Basic,Argentina
T0006348,U01489,27.66,2024-01-26,completed,Basic,Argentina
T0006349,U01489,30.15,2024-02-25,completed,Basic,Argentina
T0006350,U01489,27.54,2024-03-26,completed,Basic,Argentina
T0006351,U01489,29.5,2024-04-25,completed,Basic,Argentina
T0006352,U01489,28.4,2024-05-25,completed,Basic,Argentina
T0006353,U01489,27.51,2024-06-24,completed,Basic,Argentina
T0006354,U01489,29.9,2024-07-24,completed,Basic,Argentina
T0006355,U01489,29.72,2024-08-23,completed,Basic,Argentina
T0006356,U01489,29.46,2024-09-22,completed,Basic,Argentina
T0006357,U01489,29.98,2024-10-22,completed,Basic,Argentina
T0006358,U01489,27.93,2024-11-21,completed,Basic,Argentina
T0006359,U01496,29.39,2023-10-31,completed,Basic,Mexico
T0006360,U01496,27.68,2023-11-30,completed,Basic,Mexico
T0006361,U01496,29.7,2023-12-30,completed,Basic,Mexico
T0006362,U01496,29.54,2024-01-29,completed,Basic,Mexico
T0006363,U01496,30.41,2024-02-28,completed,Basic,Mexico
T0006364,U01496,29.06,2024-03-29,completed,Basic,Mexico
T0006365,U01496,27.56,2024-04-28,completed,Basic,Mexico
T0006366,U01496,29.22,2024-05-28,completed,Basic,Mexico
T0006367,U01496,28.79,2024-06-27,completed,Basic,Mexico
T0006368,U01496,28.84,2024-07-27,completed,Basic,Mexico
T0006369,U01496,29.7,2024-08-26,completed,Basic,Mexico
T0006370,U01496,28.89,2024-09-25,completed,Basic,Mexico
T0006371,U01496,28.06,2024-10-25,completed,Basic,Mexico
T0006372,U01496,29.34,2024-11-24,completed,Basic,Mexico
T0006373,U01497,28.64,2024-07-05,completed,Basic,Colombia
T0006374,U01497,28.67,2024-08-04,completed,Basic,Colombia
T0006375,U01497,28.87,2024-09-03,completed,Basic,Colombia
T0006376,U01497,27.86,2024-10-03,completed,Basic,Colombia
T0006377,U01497,28.43,2024-11-02,completed,Basic,Colombia
T0006378,U01498,90.5,2024-10-30,completed,Pro,Peru
T0006379,U01498,0.0,2024-11-29,failed,Pro,Peru
T0006380,U01499,29.86,2023-07-18,completed,Basic,Chile
T0006381,U01499,29.49,2023-08-17,completed,Basic,Chile
T0006382,U01499,29.23,2023-09-16,completed,Basic,Chile
T0006383,U01499,28.31,2023-10-16,completed,Basic,Chile
T0006384,U01499,30.26,2023-11-15,completed,Basic,Chile
T0006385,U01499,28.72,2023-12-15,completed,Basic,Chile
T0006386,U01499,0.0,2024-01-14,failed,Basic,Chile
T0006387,U01499,29.2,2024-02-13,completed,Basic,Chile
T0006388,U01499,27.87,2024-03-14,completed,Basic,Chile
T0006389,U01499,0.0,2024-04-13,failed,Basic,Chile
T0006390,U01499,28.81,2024-05-13,completed,Basic,Chile
T0006391,U01499,28.41,2024-06-12,completed,Basic,Chile
T0006392,U01499,29.63,2024-07-12,completed,Basic,Chile
T0006393,U01499,28.1,2024-08-11,completed,Basic,Chile
T0006394,U01499,29.78,2024-09-10,completed,Basic,Chile
T0006395,U01499,28.67,2024-10-10,completed,Basic,Chile
T0006396,U01499,29.86,2024-11-09,completed,Basic,Chile
T0006397,U01504,0.0,2023-10-05,failed,Basic,Chile
T0006398,U01504,30.36,2023-11-04,completed,Basic,Chile
T0006399,U01504,27.7,2023-12-04,completed,Basic,Chile
T0006400,U01504,28.96,2024-01-03,completed,Basic,Chile
T0006401,U01504,29.27,2024-02-02,completed,Basic,Chile
T0006402,U01504,28.43,2024-03-03,completed,Basic,Chile
T0006403,U01504,29.83,2024-04-02,completed,Basic,Chile
T0006404,U01504,28.43,2024-05-02,completed,Basic,Chile
T0006405,U01504,27.99,2024-06-01,completed,Basic,Chile
T0006406,U01504,28.16,2024-07-01,completed,Basic,Chile
T0006407,U01504,27.81,2024-07-31,completed,Basic,Chile
T0006408,U01504,29.83,2024-08-30,completed,Basic,Chile
T0006409,U01504,30.03,2024-09-29,completed,Basic,Chile
T0006410,U01504,28.16,2024-10-29,completed,Basic,Chile
T0006411,U01504,30.34,2024-11-28,completed,Basic,Chile
T0006412,U01505,29.85,2024-05-19,completed,Basic,Argentina
T0006413,U01505,28.13,2024-06-18,completed,Basic,Argentina
T0006414,U01505,28.47,2024-07-18,completed,Basic,Argentina
T0006415,U01505,29.45,2024-08-17,completed,Basic,Argentina
T0006416,U01505,28.64,2024-09-16,completed,Basic,Argentina
T0006417,U01505,28.16,2024-10-16,completed,Basic,Argentina
T0006418,U01505,28.88,2024-11-15,completed,Basic,Argentina
T0006419,U01511,88.06,2023-11-12,completed,Pro,Mexico
T0006420,U01511,89.86,2023-12-12,completed,Pro,Mexico
T0006421,U01511,88.84,2024-01-11,completed,Pro,Mexico
T0006422,U01511,89.79,2024-02-10,completed,Pro,Mexico
T0006423,U01511,0.0,2024-03-11,failed,Pro,Mexico
T0006424,U01511,88.36,2024-04-10,completed,Pro,Mexico
T0006425,U01511,88.29,2024-05-10,completed,Pro,Mexico
T0006426,U01511,89.59,2024-06-09,completed,Pro,Mexico
T0006427,U01511,87.8,2024-07-09,completed,Pro,Mexico
T0006428,U01511,89.29,2024-08-08,completed,Pro,Mexico
T0006429,U01511,87.78,2024-09-07,completed,Pro,Mexico
T0006430,U01511,88.72,2024-10-07,completed,Pro,Mexico
T0006431,U01511,90.14,2024-11-06,completed,Pro,Mexico
T0006432,U01516,29.24,2024-09-08,completed,Basic,Peru
T0006433,U01516,29.29,2024-10-08,completed,Basic,Peru
T0006434,U01516,0.0,2024-11-07,failed,Basic,Peru
T0006435,U01517,29.51,2024-11-07,completed,Basic,Chile
T0006436,U01519,30.37,2024-05-04,completed,Basic,Argentina
T0006437,U01519,27.63,2024-06-03,completed,Basic,Argentina
T0006438,U01519,29.83,2024-07-03,completed,Basic,Argentina
T0006439,U01519,29.81,2024-08-02,completed,Basic,Argentina
T0006440,U01519,30.46,2024-09-01,completed,Basic,Argentina
T0006441,U01519,30.05,2024-10-01,completed,Basic,Argentina
T0006442,U01519,28.94,2024-10-31,completed,Basic,Argentina
T0006443,U01519,28.54,2024-11-30,completed,Basic,Argentina
T0006444,U01520,30.2,2024-01-27,completed,Basic,Chile
T0006445,U01520,27.65,2024-02-26,completed,Basic,Chile
T0006446,U01520,28.25,2024-03-27,completed,Basic,Chile
T0006447,U01520,29.44,2024-04-26,completed,Basic,Chile
T0006448,U01520,29.92,2024-05-26,completed,Basic,Chile
T0006449,U01520,28.8,2024-06-25,completed,Basic,Chile
T0006450,U01520,28.24,2024-07-25,completed,Basic,Chile
T0006451,U01520,27.75,2024-08-24,completed,Basic,Chile
T0006452,U01520,30.17,2024-09-23,completed,Basic,Chile
T0006453,U01520,28.23,2024-10-23,completed,Basic,Chile
T0006454,U01520,0.0,2024-11-22,failed,Basic,Chile
T0006455,U01525,90.38,2023-12-23,completed,Pro,Colombia
T0006456,U01525,88.02,2024-01-22,completed,Pro,Colombia
T0006457,U01525,88.13,2024-02-21,completed,Pro,Colombia
T0006458,U01525,87.62,2024-03-22,completed,Pro,Colombia
T0006459,U01525,89.35,2024-04-21,completed,Pro,Colombia
T0006460,U01525,89.76,2024-05-21,completed,Pro,Colombia
T0006461,U01525,0.0,2024-06-20,failed,Pro,Colombia
T0006462,U01525,89.34,2024-07-20,completed,Pro,Colombia
T0006463,U01525,88.8,2024-08-19,completed,Pro,Colombia
T0006464,U01525,88.72,2024-09-18,completed,Pro,Colombia
T0006465,U01525,89.6,2024-10-18,completed,Pro,Colombia
T0006466,U01525,90.1,2024-11-17,completed,Pro,Colombia
T0006467,U01526,89.74,2023-10-10,completed,Pro,Spain
T0006468,U01526,89.49,2023-11-09,completed,Pro,Spain
T0006469,U01526,88.32,2023-12-09,completed,Pro,Spain
T0006470,U01526,89.93,2024-01-08,completed,Pro,Spain
T0006471,U01526,89.21,2024-02-07,completed,Pro,Spain
T0006472,U01526,87.58,2024-03-08,completed,Pro,Spain
T0006473,U01526,88.26,2024-04-07,completed,Pro,Spain
T0006474,U01526,88.72,2024-05-07,completed,Pro,Spain
T0006475,U01526,0.0,2024-06-06,failed,Pro,Spain
T0006476,U01526,90.44,2024-07-06,completed,Pro,Spain
T0006477,U01526,87.9,2024-08-05,completed,Pro,Spain
T0006478,U01526,88.87,2024-09-04,completed,Pro,Spain
T0006479,U01526,89.29,2024-10-04,completed,Pro,Spain
T0006480,U01526,89.79,2024-11-03,completed,Pro,Spain
T0006481,U01531,30.36,2024-07-04,completed,Basic,Colombia
T0006482,U01531,27.79,2024-08-03,completed,Basic,Colombia
T0006483,U01531,29.84,2024-09-02,completed,Basic,Colombia
T0006484,U01531,29.03,2024-10-02,completed,Basic,Colombia
T0006485,U01531,30.09,2024-11-01,completed,Basic,Colombia
T0006486,U01531,27.91,2024-12-01,completed,Basic,Colombia
T0006487,U01533,29.33,2024-05-15,completed,Basic,Peru
T0006488,U01533,27.69,2024-06-14,completed,Basic,Peru
T0006489,U01533,30.5,2024-07-14,completed,Basic,Peru
T0006490,U01533,29.92,2024-08-13,completed,Basic,Peru
T0006491,U01533,29.98,2024-09-12,completed,Basic,Peru
T0006492,U01533,29.56,2024-10-12,completed,Basic,Peru
T0006493,U01533,27.96,2024-11-11,completed,Basic,Peru
T0006494,U01535,89.35,2023-09-10,completed,Pro,Peru
T0006495,U01535,90.01,2023-10-10,completed,Pro,Peru
T0006496,U01535,87.53,2023-11-09,completed,Pro,Peru
T0006497,U01535,88.19,2023-12-09,completed,Pro,Peru
T0006498,U01535,88.63,2024-01-08,completed,Pro,Peru
T0006499,U01535,90.43,2024-02-07,completed,Pro,Peru
T0006500,U01535,87.52,2024-03-08,completed,Pro,Peru
T0006501,U01535,89.36,2024-04-07,completed,Pro,Peru
T0006502,U01535,89.22,2024-05-07,completed,Pro,Peru
T0006503,U01535,89.75,2024-06-06,completed,Pro,Peru
T0006504,U01535,88.16,2024-07-06,completed,Pro,Peru
T0006505,U01535,89.61,2024-08-05,completed,Pro,Peru
T0006506,U01535,88.65,2024-09-04,completed,Pro,Peru
T0006507,U01535,89.7,2024-10-04,completed,Pro,Peru
T0006508,U01535,90.06,2024-11-03,completed,Pro,Peru
T0006509,U01539,28.22,2023-10-13,completed,Basic,Brazil
T0006510,U01539,27.64,2023-11-12,completed,Basic,Brazil
T0006511,U01539,29.2,2023-12-12,completed,Basic,Brazil
T0006512,U01539,27.98,2024-01-11,completed,Basic,Brazil
T0006513,U01539,28.99,2024-02-10,completed,Basic,Brazil
T0006514,U01539,0.0,2024-03-11,failed,Basic,Brazil
T0006515,U01539,27.62,2024-04-10,completed,Basic,Brazil
T0006516,U01539,30.25,2024-05-10,completed,Basic,Brazil
T0006517,U01539,29.4,2024-06-09,completed,Basic,Brazil
T0006518,U01539,27.84,2024-07-09,completed,Basic,Brazil
T0006519,U01539,28.98,2024-08-08,completed,Basic,Brazil
T0006520,U01539,30.36,2024-09-07,completed,Basic,Brazil
T0006521,U01539,28.02,2024-10-07,completed,Basic,Brazil
T0006522,U01539,27.98,2024-11-06,completed,Basic,Brazil
T0006523,U01540,89.71,2024-07-07,completed,Pro,Mexico
T0006524,U01540,87.65,2024-08-06,completed,Pro,Mexico
T0006525,U01540,89.9,2024-09-05,completed,Pro,Mexico
T0006526,U01540,87.53,2024-10-05,completed,Pro,Mexico
T0006527,U01540,88.32,2024-11-04,completed,Pro,Mexico
T0006528,U01542,28.56,2024-04-11,completed,Basic,Argentina
T0006529,U01542,29.33,2024-05-11,completed,Basic,Argentina
T0006530,U01542,27.9,2024-06-10,completed,Basic,Argentina
T0006531,U01542,30.36,2024-07-10,completed,Basic,Argentina
T0006532,U01542,30.0,2024-08-09,completed,Basic,Argentina
T0006533,U01542,28.53,2024-09-08,completed,Basic,Argentina
T0006534,U01542,0.0,2024-10-08,failed,Basic,Argentina
T0006535,U01542,27.84,2024-11-07,completed,Basic,Argentina
T0006536,U01547,27.82,2024-11-22,completed,Basic,USA
T0006537,U01549,28.21,2023-09-17,completed,Basic,Colombia
T0006538,U01549,29.17,2023-10-17,completed,Basic,Colombia
T0006539,U01549,27.94,2023-11-16,completed,Basic,Colombia
T0006540,U01549,30.17,2023-12-16,completed,Basic,Colombia
T0006541,U01549,28.36,2024-01-15,completed,Basic,Colombia
T0006542,U01549,28.66,2024-02-14,completed,Basic,Colombia
T0006543,U01549,28.59,2024-03-15,completed,Basic,Colombia
T0006544,U01549,29.0,2024-04-14,completed,Basic,Colombia
T0006545,U01549,27.59,2024-05-14,completed,Basic,Colombia
T0006546,U01549,30.18,2024-06-13,completed,Basic,Colombia
T0006547,U01549,30.16,2024-07-13,completed,Basic,Colombia
T0006548,U01549,28.17,2024-08-12,completed,Basic,Colombia
T0006549,U01549,0.0,2024-09-11,failed,Basic,Colombia
T0006550,U01549,28.69,2024-10-11,completed,Basic,Colombia
T0006551,U01549,29.94,2024-11-10,completed,Basic,Colombia
T0006552,U01552,88.13,2023-07-19,completed,Pro,Chile
T0006553,U01552,90.49,2023-08-18,completed,Pro,Chile
T0006554,U01552,87.8,2023-09-17,completed,Pro,Chile
T0006555,U01552,88.27,2023-10-17,completed,Pro,Chile
T0006556,U01552,89.59,2023-11-16,completed,Pro,Chile
T0006557,U01552,88.99,2023-12-16,completed,Pro,Chile
T0006558,U01552,89.64,2024-01-15,completed,Pro,Chile
T0006559,U01552,88.55,2024-02-14,completed,Pro,Chile
T0006560,U01552,89.74,2024-03-15,completed,Pro,Chile
T0006561,U01552,87.65,2024-04-14,completed,Pro,Chile
T0006562,U01552,89.82,2024-05-14,completed,Pro,Chile
T0006563,U01552,88.33,2024-06-13,completed,Pro,Chile
T0006564,U01552,90.44,2024-07-13,completed,Pro,Chile
T0006565,U01552,89.5,2024-08-12,completed,Pro,Chile
T0006566,U01552,89.93,2024-09-11,completed,Pro,Chile
T0006567,U01552,88.41,2024-10-11,completed,Pro,Chile
T0006568,U01552,87.56,2024-11-10,completed,Pro,Chile
T0006569,U01555,89.54,2024-05-06,completed,Pro,Chile
T0006570,U01555,87.66,2024-06-05,completed,Pro,Chile
T0006571,U01555,88.76,2024-07-05,completed,Pro,Chile
T0006572,U01555,87.86,2024-08-04,completed,Pro,Chile
T0006573,U01555,89.56,2024-09-03,completed,Pro,Chile
T0006574,U01555,89.03,2024-10-03,completed,Pro,Chile
T0006575,U01555,89.23,2024-11-02,completed,Pro,Chile
T0006576,U01556,28.71,2024-05-15,completed,Basic,Mexico
T0006577,U01556,27.74,2024-06-14,completed,Basic,Mexico
T0006578,U01556,27.88,2024-07-14,completed,Basic,Mexico
T0006579,U01556,27.71,2024-08-13,completed,Basic,Mexico
T0006580,U01556,27.74,2024-09-12,completed,Basic,Mexico
T0006581,U01556,30.36,2024-10-12,completed,Basic,Mexico
T0006582,U01556,30.42,2024-11-11,completed,Basic,Mexico
T0006583,U01557,28.62,2024-11-14,completed,Basic,Argentina
T0006584,U01558,28.17,2024-10-30,completed,Basic,Chile
T0006585,U01558,29.96,2024-11-29,completed,Basic,Chile
T0006586,U01560,27.95,2024-06-26,completed,Basic,Chile
T0006587,U01560,30.39,2024-07-26,completed,Basic,Chile
T0006588,U01560,27.63,2024-08-25,completed,Basic,Chile
T0006589,U01560,29.87,2024-09-24,completed,Basic,Chile
T0006590,U01560,29.21,2024-10-24,completed,Basic,Chile
T0006591,U01560,27.79,2024-11-23,completed,Basic,Chile
T0006592,U01562,28.91,2023-07-28,completed,Basic,Colombia
T0006593,U01562,30.34,2023-08-27,completed,Basic,Colombia
T0006594,U01562,30.32,2023-09-26,completed,Basic,Colombia
T0006595,U01562,30.36,2023-10-26,completed,Basic,Colombia
T0006596,U01562,28.93,2023-11-25,completed,Basic,Colombia
T0006597,U01562,29.67,2023-12-25,completed,Basic,Colombia
T0006598,U01562,27.85,2024-01-24,completed,Basic,Colombia
T0006599,U01562,30.04,2024-02-23,completed,Basic,Colombia
T0006600,U01562,28.94,2024-03-24,completed,Basic,Colombia
T0006601,U01562,29.46,2024-04-23,completed,Basic,Colombia
T0006602,U01562,30.23,2024-05-23,completed,Basic,Colombia
T0006603,U01562,28.2,2024-06-22,completed,Basic,Colombia
T0006604,U01562,28.47,2024-07-22,completed,Basic,Colombia
T0006605,U01562,30.0,2024-08-21,completed,Basic,Colombia
T0006606,U01562,28.22,2024-09-20,completed,Basic,Colombia
T0006607,U01562,28.03,2024-10-20,completed,Basic,Colombia
T0006608,U01562,28.57,2024-11-19,completed,Basic,Colombia
T0006609,U01565,88.89,2023-09-06,completed,Pro,Chile
T0006610,U01565,88.64,2023-10-06,completed,Pro,Chile
T0006611,U01565,89.66,2023-11-05,completed,Pro,Chile
T0006612,U01565,90.13,2023-12-05,completed,Pro,Chile
T0006613,U01565,90.2,2024-01-04,completed,Pro,Chile
T0006614,U01565,90.37,2024-02-03,completed,Pro,Chile
T0006615,U01565,89.56,2024-03-04,completed,Pro,Chile
T0006616,U01565,88.72,2024-04-03,completed,Pro,Chile
T0006617,U01565,88.0,2024-05-03,completed,Pro,Chile
T0006618,U01565,88.35,2024-06-02,completed,Pro,Chile
T0006619,U01565,89.31,2024-07-02,completed,Pro,Chile
T0006620,U01565,87.81,2024-08-01,completed,Pro,Chile
T0006621,U01565,90.4,2024-08-31,completed,Pro,Chile
T0006622,U01565,88.12,2024-09-30,completed,Pro,Chile
T0006623,U01565,0.0,2024-10-30,failed,Pro,Chile
T0006624,U01565,89.69,2024-11-29,completed,Pro,Chile
T0006625,U01570,28.84,2024-11-26,completed,Basic,Argentina
T0006626,U01572,30.2,2023-09-16,completed,Basic,Colombia
T0006627,U01572,29.72,2023-10-16,completed,Basic,Colombia
T0006628,U01572,28.82,2023-11-15,completed,Basic,Colombia
T0006629,U01572,28.85,2023-12-15,completed,Basic,Colombia
T0006630,U01572,28.79,2024-01-14,completed,Basic,Colombia
T0006631,U01572,28.18,2024-02-13,completed,Basic,Colombia
T0006632,U01572,27.92,2024-03-14,completed,Basic,Colombia
T0006633,U01572,29.17,2024-04-13,completed,Basic,Colombia
T0006634,U01572,28.1,2024-05-13,completed,Basic,Colombia
T0006635,U01572,29.48,2024-06-12,completed,Basic,Colombia
T0006636,U01572,30.12,2024-07-12,completed,Basic,Colombia
T0006637,U01572,30.27,2024-08-11,completed,Basic,Colombia
T0006638,U01572,27.73,2024-09-10,completed,Basic,Colombia
T0006639,U01572,27.95,2024-10-10,completed,Basic,Colombia
T0006640,U01572,28.47,2024-11-09,completed,Basic,Colombia
T0006641,U01574,29.41,2023-10-03,completed,Basic,Colombia
T0006642,U01574,28.11,2023-11-02,completed,Basic,Colombia
T0006643,U01574,27.9,2023-12-02,completed,Basic,Colombia
T0006644,U01574,0.0,2024-01-01,failed,Basic,Colombia
T0006645,U01574,28.28,2024-01-31,completed,Basic,Colombia
T0006646,U01574,29.64,2024-03-01,completed,Basic,Colombia
T0006647,U01574,28.7,2024-03-31,completed,Basic,Colombia
T0006648,U01574,29.31,2024-04-30,completed,Basic,Colombia
T0006649,U01574,27.57,2024-05-30,completed,Basic,Colombia
T0006650,U01574,27.75,2024-06-29,completed,Basic,Colombia
T0006651,U01574,28.7,2024-07-29,completed,Basic,Colombia
T0006652,U01574,30.2,2024-08-28,completed,Basic,Colombia
T0006653,U01574,28.8,2024-09-27,completed,Basic,Colombia
T0006654,U01574,28.13,2024-10-27,completed,Basic,Colombia
T0006655,U01574,29.03,2024-11-26,completed,Basic,Colombia
T0006656,U01577,28.39,2024-11-28,completed,Basic,Mexico
T0006657,U01579,88.4,2024-01-01,completed,Pro,Colombia
T0006658,U01579,88.36,2024-01-31,completed,Pro,Colombia
T0006659,U01579,88.72,2024-03-01,completed,Pro,Colombia
T0006660,U01579,88.71,2024-03-31,completed,Pro,Colombia
T0006661,U01579,89.55,2024-04-30,completed,Pro,Colombia
T0006662,U01579,87.81,2024-05-30,completed,Pro,Colombia
T0006663,U01579,90.45,2024-06-29,completed,Pro,Colombia
T0006664,U01579,89.27,2024-07-29,completed,Pro,Colombia
T0006665,U01579,88.9,2024-08-28,completed,Pro,Colombia
T0006666,U01579,89.23,2024-09-27,completed,Pro,Colombia
T0006667,U01579,89.6,2024-10-27,completed,Pro,Colombia
T0006668,U01579,90.24,2024-11-26,completed,Pro,Colombia
T0006669,U01580,28.97,2024-01-08,completed,Basic,Chile
T0006670,U01580,29.41,2024-02-07,completed,Basic,Chile
T0006671,U01580,27.54,2024-03-08,completed,Basic,Chile
T0006672,U01580,30.49,2024-04-07,completed,Basic,Chile
T0006673,U01580,28.73,2024-05-07,completed,Basic,Chile
T0006674,U01580,29.06,2024-06-06,completed,Basic,Chile
T0006675,U01580,29.73,2024-07-06,completed,Basic,Chile
T0006676,U01580,27.95,2024-08-05,completed,Basic,Chile
T0006677,U01580,30.31,2024-09-04,completed,Basic,Chile
T0006678,U01580,29.39,2024-10-04,completed,Basic,Chile
T0006679,U01580,30.31,2024-11-03,completed,Basic,Chile
T0006680,U01582,90.28,2024-09-17,completed,Pro,Argentina
T0006681,U01582,89.76,2024-10-17,completed,Pro,Argentina
T0006682,U01582,90.42,2024-11-16,completed,Pro,Argentina
T0006683,U01584,27.78,2024-05-03,completed,Basic,Mexico
T0006684,U01584,28.06,2024-06-02,completed,Basic,Mexico
T0006685,U01584,28.58,2024-07-02,completed,Basic,Mexico
